,article_title,article_doi,article_author,article_author_index_name,article_author_affiliation,article_page_range,article_pub_date,article_pub_year,issue_section,issue_number,issue_title,issue_page_range,issue_pub_date,issue_pub_year,volume,journal,publisher,article_type
2880,The Recent Changes in Canadian Immigration Regulations,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200104,Dr. Joseph Kage,"Kage, Joseph","National Executive Vice President
Jewish Immigrant Aid Service of Canada (JIAS).",47-50,"Sep 1, 1967",1967,Article,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,main
2881,Book Review,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200105,Anthony H. Richmond,"Richmond, Anthony H","York University, Toronto 12",51-53,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2882,Book Review: From Stranger to Citizen: A Survey of Studies of Immigrant Assimilation in Western Australia,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200106,Madeline H. Engel,"Engel, Madeline H","Hunter College of the City University of New
York",53-55,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2883,Book Review: Arrivals and Departures,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200107,Charles Price,"Price, Charles",The Australian National University,55-57,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2884,Book Review: Education and Income of the Mexican-Americans of the Southwest,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200108,Celia S. Heller,"Heller, Celia S","Hunter College, C.U.N.Y.",57-59,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2885,Book Review: The Irish and Irish Politicians: A Study of Cultural and Social Alienation,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200109,Lawrence J. McCaffrey,"McCaffrey, Lawrence J",Marquette University,59-60,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2886,Book Review: The Arab Moslems in the United States: Religion and Assimilation,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200110,Joseph S. Roucek,"Roucek, Joseph S","Queensborough Community College City University of New
York",60-61,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2887,Book Review: The Spirit of the Ghetto: Studies of the Jewish Quarter of New York,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200111,Joseph Brandes,"Brandes, Joseph",Paterson State College,61-63,"Sep 1, 1967",1967,Book Reviews,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,review
2889,Recent Books on Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791836800200113,,,,77-80,"Sep 1, 1967",1967,Article,1,"International Migration Review - Volume 2, Number 1, Sep 01, 1967",,"Sep 01, 1967",1967,2,International Migration Review,Sage Publishing,main
2890,The Refugee in Flight: Kinetic Models and forms of Displacement,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700201,E. F. Kunz,"Kunz, E F","Department of Demography, the Australian National University, Canberta.",125-146,"Jun 1, 1973",1973,Article,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,main
2891,The Palestinian Refugees: An Uprooted Community Seeking Repatriation,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700202,Halim I. Barakat,"Barakat, Halim I","Center for Middle Eastern Studies, Harvard University, Cambridge, Mass.",147-162,"Jun 1, 1973",1973,Article,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,main
2892,Kinship Networks in the Migration Process,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700203,Harvey M. Choldin,"Choldin, Harvey M","Department of Sociology, University of Illinois, Urbana.",163-176,"Jun 1, 1973",1973,Article,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,main
2893,Philippine Migration: Internal Movements and Emigration to the United States,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700204,Charles B. Keely,"Keely, Charles B","Department of Sociology, Western Michigan University",177-188,"Jun 1, 1973",1973,Article,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,main
2896,Book Review: Anonymous Americans: Explorations in Nineteenth-Century Social History,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700207,Frederick C. Luebke,"Luebke, Frederick C",University of Nebraska-Lincoln,195-196,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2897,Book Review: Migration and Social Welfare,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700208,Herbert Wasserman,"Wasserman, Herbert",Staten Island Community College,196-197,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2898,"Book Review: Poverty in New York, 1783–1825",https://journals.sagepub.com/doi/pdf/10.1177/019791837300700209,Ralph S. Holloway,"Holloway, Ralph S",University of Bridgeport,197-198,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2899,Book Review: The Blending American: Patterns of Intermarriage,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700210,Eleanor Meyer Rogg,"Rogg, Eleanor Meyer",Wagner College,198-199,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2900,Book Review: Wednesday's Children: A Report on Programs Funded under the Migrant Amendment to Title I,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700211,Norbert H. Leeseberg,"Leeseberg, Norbert H",Wagner College,199-200,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2901,Book Review: Los Mojados: The Wetback Story,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700212,Joseph Spielberg,"Spielberg, Joseph",Michigan State University,200-202,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2902,Book Review: The Chicanos: Mexican American Voices,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700213,Robert V. Kemper,"Kemper, Robert V",Southern Methodist University,202-203,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2903,Book Review: Bario Boy,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700214,Gilbert Cardenas,"Cardenas, Gilbert",University of Notre Dame,203-204,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2904,"Book Review: The other Californians: Prejudice and Discrimination under Spain, Mexico and the United States to 1920",https://journals.sagepub.com/doi/pdf/10.1177/019791837300700215,William Friedland,"Friedland, William","University of California, Santa Cruz",204-205,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2905,Book Review: Church Leader in the Cities: William Augustus Muhlenberg,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700216,Arland J. Hultgren,"Hultgren, Arland J",Wagner College,205-206,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2906,Book Review: The Languages of a Bilingual Community. A Group of Yiddish Speaking Jews in a Low-Income Suburb of Los Angeles,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700217,William J. Williams,"Williams, William J",Center of Social Action University of Southern California,206-207,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2907,Book Review: Reservation to City: Indian Migration and Federal Relocation,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700218,Jean Leonard Elliott,"Elliott, Jean Leonard",Dalhousie University,207-208,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2908,Book Review: Jew and Italian Historic Group Relations and the New Immigration 1881–1924,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700219,Rudolph J. Vecoli,"Vecoli, Rudolph J",University of Minnesota,208-209,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2909,Book Review: Jews and Blacks—the Classic American Minorities,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700220,Lenora E. Berson,"Berson, Lenora E",Drexel University,209-210,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2910,Book Review: Immigrants to Freedom: Jewish Communities in Rural New Jersey since 1882,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700221,Peter Romanofsky,"Romanofsky, Peter",Jersey City State College,210-211,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2911,Book Review: The Grandees. America's Sephardic Elite,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700222,Steven Shaw,"Shaw, Steven",Rutgers University,211-212,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2912,Book Review: Milocca: A Sicilian Village,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700223,J. Scarpaci,"Scarpaci, J",Towson State College,212-213,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2913,Book Review: Doing Fieldwork: Warnings and Advice,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700224,Loretta Fowler,"Fowler, Loretta",City College of CUNY,213-214,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2914,Book Review: Blood and Gold: Hungarians in Australia,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700225,Oleh S. Fedyshyn,"Fedyshyn, Oleh S","Richmond College, CUNY",214-215,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2915,Book Review: Migraciones a las áreas Metropolitans de América Latina,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700226,Robert V. Kemper,"Kemper, Robert V",Southern Methodist University,215-216,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2916,Book Review: Immigration and Social Change: Agricultural Settlement of New Immigrants in Israel,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700227,Harvey E. Goldberg,"Goldberg, Harvey E","Hebrew University, Jerusalem",216-218,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2917,Book Review: Norway's Internal Migration to New Farms since 1920,https://journals.sagepub.com/doi/pdf/10.1177/019791837300700228,Kenneth O. Bjork,"Bjork, Kenneth O",St. Olaf College,218-219,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2918,"Book Review: Ethnic Enterprise in America: Business and Welfare among Chinese, Japanese and Blacks",https://journals.sagepub.com/doi/pdf/10.1177/019791837300700229,Ivan Light,"Light, Ivan",University of California-Los Angeles,219-220,"Jun 1, 1973",1973,Book Reviews,2,"International Migration Review - Volume 7, Number 2, Jun 01, 1973",,"Jun 01, 1973",1973,7,International Migration Review,Sage Publishing,review
2922,Australian Immigration: 1947–73,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900302,Charles Price,"Price, Charles",Department of Demography Australian National University.,304-318,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2923,"Immigrant Absorption in the Australian City, 1947–1971",https://journals.sagepub.com/doi/pdf/10.1177/019791837500900303,I. H. Burnley,"Burnley, I H",University of New South Wales.,319-333,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2924,Some Recent Australian Writing on Immigration and Assimilation,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900304,Christine Inglis,"Inglis, Christine","La Trobe University, Melbourne.",335-344,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2925,Greek Ethnic Schools in Australia,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900305,Michael P. Tsounis,"Tsounis, Michael P","Department of Demography, Australian National University.",345-359,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2926,Immigrant Fertility: Behaviour and Attitudes,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900306,Helen Ware,"Ware, Helen","Department of Demography, Australian National University.",361-378,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2928,"Legislative and Judicial Developments of Interest
                                  
                                   : Rights of Aliens Upon Arrest: Revisited",https://journals.sagepub.com/doi/pdf/10.1177/019791837500900308,"Austin T. Fragmomen, Jr.","Fragmomen, Austin T Jr",,383-385,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2929,"Book Review: International Trade, Migration, and Captial Flows: A Quantitative Analysis of Spatial Economic Interaction",https://journals.sagepub.com/doi/pdf/10.1177/019791837500900309,Brinley Thomas,"Thomas, Brinley",University of Wales,387-388,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2930,Book Review: Immigrant Workers: Their Impact on American Labor Radicalism,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900310,A. Gerd Korman,"Korman, A Gerd",Cornell University,388-391,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2931,Book Review: The Equality of Educational Opportunity,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900311,Patricia Sullivan,"Sullivan, Patricia",College of New Rochelle,391-392,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2932,Book Review: The Ethnic Factor in Urban Polity,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900312,Roy G. Francis,"Francis, Roy G",University of South Florida,392-393,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2933,Book Review: The Ethnic Dimension in American Society,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900313,Richard J. Meister,"Meister, Richard J",University of Michigan-Flint,393-394,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2934,"Book Review: The Peoples of Philadelphia: A History of Ethnic Groups and Lower-Class Life, 1790–1940",https://journals.sagepub.com/doi/pdf/10.1177/019791837500900314,John Bodnar,"Bodnar, John",Pennsylvania Historical & Museum Commission,394-395,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2935,"Book Review: Howard B. Furer, the Germans in America 1607–1970: A Chronology and Fact Book",https://journals.sagepub.com/doi/pdf/10.1177/019791837500900315,Don Heinrich Tolzmann,"Tolzmann, Don Heinrich",University of Cincinnati,395-396,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2936,Book Review: Blood of My Blood,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900316,Salvatore J. Lagumina,"Lagumina, Salvatore J",Nassau Community College,396-398,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2937,Book Review: Mexican-Americans: Resources to Build Cultural Understanding,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900317,O. Eugene Jensen,"Jensen, O Eugene",University of Texas,398-398,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2938,Book Review: Chicano Revolt in a Texas Town,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900318,David Abalos,"Abalos, David",Seton Hall Univ.,398-400,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2939,Book Review: Chicanos and Native Americans: The Territorial Minorities,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900319,F. Chris Garcia,"Garcia, F Chris",University of New Mexico,400-401,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2940,Book Review: Introduction to Chicano Studies,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900320,Gilbert Cardenas,"Cardenas, Gilbert",University of Notre Dame,401-403,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2941,Book Review: The Predicament of Homecoming: Cultural and Social Life of North African Immigrants in Israel,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900321,Aubrey W. Bonnett,"Bonnett, Aubrey W",Hunter College of the City University of New York,403-404,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2942,Book Review: Minorities under Communism: Nationalities as a Source of Tension among Balkan Communist States,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900322,Oleh S. Fedyshyn,"Fedyshyn, Oleh S",Research Institute On International Change and The Russian Institute Columbia University,404-405,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2943,Book Review: The Ethnographic Map of the Czech Lands 1880–1970,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900323,Leonard M. Sizer && Jiri Koloaja,"Sizer, Leonard M && Koloaja, Jiri",West Virginia University && West Virginia University,405-406,"Sep 1, 1975",1975,Book Reviews,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,review
2945,International Newsletter on Migration,https://journals.sagepub.com/doi/pdf/10.1177/019791837500900325,,,,425-428,"Sep 1, 1975",1975,Article,3,"International Migration Review - Volume 9, Number 3, Sep 01, 1975",,"Sep 01, 1975",1975,9,International Migration Review,Sage Publishing,main
2947,Preface,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S01,F.P. Cerase && G.F. Rosoli,"Cerase, FP && Rosoli, GF", && ,v-vi,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2950,The Role of Return Migration in Algerian Economic Development in the 1980's,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S04,Jean-Pierre Garson,"Garson, Jean-Pierre",,11-14,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2951,Return Migration and the Tunisian Labor Market,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S05,Georges Abou Sada,"Sada, Georges Abou",,15-19,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2952,The Spanish Euromigration: Returnees and the Domestic Labor Market,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S06,Luciano Berrocal,"Berrocal, Luciano",,21-26,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2953,Portugal's Accession to the EEC and Migration Balance,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S07,Eduardo De Sousa Ferreira && José J.R. Leite Pereira,"de Sousa Ferreira, Eduardo && Pereira, José JR Leite", && ,27-30,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2954,Return Migration and Sending Areas: From the Myth of Development to the Reality of Stagnation,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S08,Emilio Reyneri && Clara Mughini,"Reyneri, Emilio && Mughini, Clara", && ,31-36,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2955,Return Migration to Greece and its Structural and Socio-Political Effects,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S09,Ross Fakiolas,"Fakiolas, Ross",,37-43,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2956,"Migration, Cooperation and Development: An Examination of a Pilot Project in Portugal",https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S10,Patricia Goldey,"Goldey, Patricia",,45-53,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2957,Return of Portuguese: Economic Goals or Retention of One's Identity,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S11,Ema Serra-Santana,"Serra-Santana, Ema",,55-56,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2958,Return of Internal Migrants from Catalonia,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S12,Carlota Solé,"Solé, Carlota",,57-60,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2959,Return Migrants to Sardinia: Rural and Urban Differences,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S13,Maria Luisa Gentileschi,"Gentileschi, Maria Luisa",,61-65,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2960,Return Migration in Friuli-Venezia Giulia,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S14,Elena Saraceno,"Saraceno, Elena",,67-71,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2961,Emigration and Agriculture in a Sicilian Village,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S15,Robert L. Vivolo,"Vivolo, Robert L",,73-77,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2962,Return Migration and the Development of the Italian Mezzogiorno,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S16,Russell King && Jill Mortimer && Alan Strachan,"King, Russell && Mortimer, Jill && Strachan, Alan", &&  && ,79-86,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2963,Strategies of Return of Yugoslavs in France and the Federal Republic of Germany,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S17,Mirjana Morokvasić,"Morokvasić, Mirjana",,87-92,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2964,Occupational Profile of Returnees in Three Greek Cities,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S18,Klaus Unger,"Unger, Klaus",,93-99,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2965,Returning and Remaining: Return among Turkish Migrants in Germany,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S19,Czarina Wilpert,"Wilpert, Czarina",,101-102,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
2966,Geographical and Occupational Reintegration of Returning Turkish Workers,https://journals.sagepub.com/doi/pdf/10.1177/019791838301701S20,Ali S. Gitmez,"Gitmez, Ali S",,113-121,"Jan 1, 1983",1983,Article,1_suppl,"International Migration Review - Volume 17, Number 1_suppl, Jan 01, 1983",,"Jan 01, 1983",1983,17,International Migration Review,Sage Publishing,main
